title,budget,revenue,release_date,genres,release_year,genre
The Air Up There,17080000.0,21011500.0,1994-01-07,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1994,Comedy
Beverly Hills Cop III,50000000.0,119208989.0,1994-05-24,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1994,Action
Body Snatchers,13000000.0,428868.0,1993-06-09,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1993,Horror
A Bronx Tale,22000000.0,17287898.0,1993-09-14,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",1993,Drama
Calendar Girl,13000000.0,2570145.0,1993-09-03,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1993,Drama
Carlito's Way,30000000.0,36516012.0,1993-11-10,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1993,Action
Cliffhanger,70000000.0,255000211.0,1993-05-28,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",1993,Action
Color of Night,40000000.0,19726050.0,1994-08-19,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",1994,Drama
Dazed and Confused,6900000.0,7993039.0,1993-09-24,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1993,Comedy
Demolition Man,57000000.0,159055768.0,1993-10-08,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1993,Crime
For Love or Money,30000000.0,11146270.0,1993-10-01,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1993,Comedy
The Firm,42000000.0,270248367.0,1993-06-30,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1993,Drama
Free Willy,20000000.0,153698625.0,1993-07-16,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",1993,Family
The Fugitive,44000000.0,368875760.0,1993-08-06,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",1993,Adventure
Geronimo: An American Legend,35000000.0,18635620.0,1993-12-10,"[{'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",1993,History
Hard Target,18000000.0,74189677.0,1993-08-20,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1993,Action
Hot Shots! Part Deux,25000000.0,133752825.0,1993-05-21,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",1993,Action
In the Line of Fire,40000000.0,176997168.0,1993-07-08,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",1993,Action
In the Name of the Father,13000000.0,65796862.0,1993-12-12,"[{'id': 18, 'name': 'Drama'}]",1993,Drama
Jurassic Park,63000000.0,920100000.0,1993-06-11,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",1993,Adventure
Kalifornia,9000000.0,2395231.0,1993-09-01,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1993,Thriller
Killing Zoe,1500000.0,418961.0,1993-10-01,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1993,Action
Last Action Hero,85000000.0,137298489.0,1993-06-18,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1993,Adventure
Manhattan Murder Mystery,13500000.0,11285588.0,1993-08-18,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",1993,Comedy
Menace II Society,3500000.0,27900000.0,1993-05-26,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",1993,Drama
Executive Decision,55000000.0,121969216.0,1996-03-15,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1996,Action
Mrs. Doubtfire,25000000.0,441286195.0,1993-11-24,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",1993,Comedy
The Next Karate Kid,12000000.0,15826984.0,1994-07-18,"[{'id': 12, 'name': 'Adventure'}]",1994,Adventure
No Escape,20000000.0,15340000.0,1994-04-29,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1994,Action
A Perfect World,30000000.0,135130999.0,1993-11-24,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1993,Crime
Philadelphia,26000000.0,206678440.0,1993-12-22,"[{'id': 18, 'name': 'Drama'}]",1993,Drama
The Piano,7000000.0,116700000.0,1993-05-19,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1993,Drama
Poetic Justice,14000000.0,27515786.0,1993-07-23,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1993,Drama
The Ref,11000000.0,11439193.0,1994-03-09,"[{'id': 35, 'name': 'Comedy'}]",1994,Comedy
The Remains of the Day,11500000.0,23237911.0,1993-11-05,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1993,Drama
Renaissance Man,40000000.0,24332324.0,1994-06-03,"[{'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",1994,Comedy
RoboCop 3,22000000.0,10696210.0,1993-04-17,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1993,Action
Robin Hood: Men in Tights,20000000.0,35739755.0,1993-07-28,"[{'id': 35, 'name': 'Comedy'}]",1993,Comedy
Romeo Is Bleeding,11500000.0,3275585.0,1993-09-13,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1993,Action
Ruby in Paradise,800000.0,1001437.0,1993-10-08,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1993,Drama
Rudy,12000000.0,22750363.0,1993-09-17,"[{'id': 18, 'name': 'Drama'}]",1993,Drama
Schindler's List,22000000.0,321365567.0,1993-11-29,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",1993,Drama
Serial Mom,13000000.0,7820688.0,1994-04-13,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",1994,Comedy
The Shadow,25000000.0,48063435.0,1994-07-01,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",1994,Adventure
Sleepless in Seattle,21000000.0,227799884.0,1993-06-24,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1993,Comedy
Sliver,40000000.0,116300000.0,1993-05-21,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1993,Drama
Blade Runner,28000000.0,33139618.0,1982-06-25,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1982,Science Fiction
So I Married an Axe Murderer,20000000.0,11585483.0,1993-07-30,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",1993,Comedy
Super Mario Bros.,48000000.0,20915465.0,1993-05-28,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1993,Adventure
Surviving the Game,7400000.0,7690013.0,1994-04-15,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1994,Action
Terminal Velocity,50000000.0,16478900.0,1994-09-23,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1994,Action
The Nightmare Before Christmas,18000000.0,75634409.0,1993-10-09,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",1993,Fantasy
The Three Musketeers,30000000.0,53898845.0,1993-11-11,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",1993,Action
Tombstone,25000000.0,56505065.0,1993-12-25,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 37, 'name': 'Western'}]",1993,Action
True Romance,12500000.0,12281551.0,1993-09-09,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",1993,Action
The Pagemaster,27000000.0,13670688.0,1994-11-23,"[{'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",1994,Fantasy
Home Alone,18000000.0,476684675.0,1990-11-09,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1990,Comedy
Ghost,22000000.0,505000000.0,1990-07-12,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",1990,Fantasy
Aladdin,28000000.0,504050219.0,1992-11-25,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",1992,Animation
Terminator 2: Judgment Day,100000000.0,520000000.0,1991-07-01,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",1991,Action
Dances with Wolves,22000000.0,424208848.0,1990-11-09,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",1990,Adventure
Batman,35000000.0,411348924.0,1989-06-23,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",1989,Fantasy
The Silence of the Lambs,19000000.0,272742922.0,1991-02-01,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1991,Crime
Snow White and the Seven Dwarfs,1488423.0,184925486.0,1937-12-20,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",1937,Fantasy
Beauty and the Beast,25000000.0,377350553.0,1991-11-13,"[{'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]",1991,Romance
Pinocchio,2600000.0,84300000.0,1940-02-23,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",1940,Animation
Pretty Woman,14000000.0,463000000.0,1990-03-23,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",1990,Romance
The Wild Bunch,6244087.0,638641.0,1969-06-17,"[{'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}]",1969,Adventure
Fargo,7000000.0,60611975.0,1996-04-05,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1996,Crime
Hellraiser: Bloodline,4000000.0,16675000.0,1996-03-08,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",1996,Horror
The Aristocats,4000000.0,55675257.0,1970-12-23,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",1970,Animation
Primal Fear,30000000.0,102616183.0,1996-04-03,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1996,Crime
Girl 6,12000000.0,4939939.0,1996-03-22,"[{'id': 35, 'name': 'Comedy'}]",1996,Comedy
Courage Under Fire,46000000.0,100860818.0,1996-07-04,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10752, 'name': 'War'}]",1996,Drama
Mission: Impossible,80000000.0,457696359.0,1996-05-22,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1996,Adventure
DragonHeart,57000000.0,115267375.0,1996-05-31,"[{'id': 14, 'name': 'Fantasy'}]",1996,Fantasy
James and the Giant Peach,38000000.0,28921264.0,1996-04-12,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",1996,Adventure
Faithful,13000000.0,9789900.0,1996-04-03,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1996,Comedy
Space Jam,80000000.0,250200000.0,1996-11-15,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1996,Animation
Barbarella,9000000.0,2500000.0,1968-10-10,"[{'id': 878, 'name': 'Science Fiction'}]",1968,Science Fiction
Mrs. Winterbourne,25000000.0,10070000.0,1996-04-19,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",1996,Comedy
The Quest,30000000.0,57400547.0,1996-04-19,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",1996,Action
Oliver & Company,31000000.0,74151346.0,1988-11-18,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1988,Animation
Flipper,25530000.0,20080020.0,1996-05-17,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",1996,Adventure
The Horseman on the Roof,35000000.0,15000000.0,1995-09-20,"[{'id': 10752, 'name': 'War'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1995,War
The Craft,15000000.0,24769466.0,1996-05-03,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",1996,Drama
Original Gangstas,4800000.0,3014000.0,1996-05-10,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1996,Action
The Rock,75000000.0,335062621.0,1996-06-06,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",1996,Action
Twister,92000000.0,494471524.0,1996-05-10,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",1996,Action
The Arrival,25000000.0,14048372.0,1996-05-31,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1996,Action
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1800000.0,9440272.0,1964-01-29,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",1964,Drama
The Phantom,45000000.0,17300889.0,1996-06-06,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",1996,Adventure
Striptease,50000000.0,113309743.0,1996-06-28,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1996,Drama
Jack,45000000.0,58620973.0,1996-08-09,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",1996,Comedy
Trainspotting,4000000.0,16491080.0,1996-02-23,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",1996,Drama
Independence Day,75000000.0,816969268.0,1996-06-25,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",1996,Action
The Fan,55000000.0,18626419.0,1996-08-15,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1996,Drama
The Hunchback of Notre Dame,100000000.0,100138851.0,1996-06-21,"[{'id': 18, 'name': 'Drama'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",1996,Drama
The Cable Guy,47000000.0,102825796.0,1996-06-10,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1996,Comedy
Kingpin,27000000.0,25023434.0,1996-07-04,"[{'id': 35, 'name': 'Comedy'}]",1996,Comedy
Eraser,100000000.0,242295562.0,1996-06-21,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1996,Action
The Nutty Professor,54000000.0,128769345.0,1996-06-26,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",1996,Fantasy
Daylight,80000000.0,159212469.0,1996-12-06,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",1996,Action
The Frighteners,30000000.0,29359216.0,1996-07-18,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",1996,Horror
Lone Star,5000000.0,13269963.0,1996-06-21,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",1996,Drama
Phenomenon,32000000.0,152036382.0,1996-07-05,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",1996,Drama
She's the One,3500000.0,9482579.0,1996-08-26,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1996,Comedy
A Time to Kill,40000000.0,152266007.0,1996-07-24,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1996,Crime
Fled,25000000.0,17193231.0,1996-07-19,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",1996,Action
Joe's Apartment,13000000.0,4619014.0,1996-07-26,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",1996,Fantasy
The First Wives Club,26000000.0,116400000.0,1996-09-20,"[{'id': 35, 'name': 'Comedy'}]",1996,Comedy
Ransom,80000000.0,309492681.0,1996-11-08,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1996,Action
Chain Reaction,50000000.0,60209334.0,1996-08-02,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1996,Action
Matilda,36000000.0,33459416.0,1996-08-02,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1996,Comedy
Emma,6000000.0,22231658.0,1996-08-02,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1996,Drama
The Crow: City of Angels,13000000.0,17917287.0,1996-08-29,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}]",1996,Action
Bordello of Blood,15000000.0,5600000.0,1996-08-16,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",1996,Horror
The Spitfire Grill,6000000.0,12643776.0,1996-08-23,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1996,Comedy
Escape from L.A.,50000000.0,42277365.0,1996-08-09,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1996,Action
Basquiat,2962051.0,3011195.0,1996-08-09,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1996,Drama
Tin Cup,45000000.0,53854588.0,1996-08-16,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1996,Comedy
Dingo,200000.0,300000.0,1991-06-02,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",1991,Drama
The Godfather,6000000.0,245066411.0,1972-03-14,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",1972,Drama
Police Story 3: Supercop,900000.0,20483423.0,1992-07-04,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1992,Action
Manny & Lo,500000.0,431326.0,1996-01-22,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1996,Drama
Bound,4500000.0,7011317.0,1996-09-13,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",1996,Crime
The Relic,60000000.0,33956608.0,1997-01-10,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1997,Horror
The Island of Dr. Moreau,40000000.0,49627779.0,1996-08-23,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1996,Fantasy
Bulletproof,25000000.0,22611954.0,1996-09-06,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",1996,Action
Halloween: The Curse of Michael Myers,5000000.0,15116634.0,1995-09-29,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",1995,Horror
Singin' in the Rain,2540800.0,7200000.0,1952-04-10,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1952,Comedy
An American in Paris,2723903.0,4500000.0,1951-08-08,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1951,Drama
Breakfast at Tiffany's,2500000.0,9500000.0,1961-10-05,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1961,Comedy
Vertigo,2479000.0,28000000.0,1958-05-09,"[{'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",1958,Mystery
Rear Window,1000000.0,36764313.0,1954-08-01,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1954,Drama
It Happened One Night,325000.0,4500000.0,1934-02-22,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1934,Comedy
North by Northwest,4000000.0,13275000.0,1959-07-07,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1959,Mystery
The Apartment,3000000.0,25000000.0,1960-06-15,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1960,Comedy
Some Like It Hot,2883848.0,25000000.0,1959-03-18,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1959,Comedy
Charade,4000000.0,13474588.0,1963-12-05,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",1963,Comedy
